Sentence,Tags,SentenceFrequency,EnglishTrans,EnglishFreq,SpanishTrans,SpanishFreq
" Teensy "" chillón "" carved and painted "" copal-wood alebrije owls .", Eng Punct Spn Punct Eng Eng Eng Punct Spn Spn Eng,,,,,
 Super rascuache ceramic buhos for the gringo tourists ., Eng Spn Eng Spn Eng Eng Spn Eng,,,,,
" Todos me clavaban con una cierta mirada "" y era tu mirada.48 Mom "" how is it that only today—al mediodía en México "" a las 10 de la mañana Califas-time—caigo ?", Spn Spn Spn Spn Spn Spn Spn Punct Spn Spn Spn Spn Eng Punct Eng Eng Eng Eng Eng Eng Spn Spn Spn Punct Spn Spn Spn Spn Spn Spn Spn,,,,,
" I remark on the absolute symmetry "" la coincidencia between you and your favorite bird .", Eng Eng Eng Eng Eng Eng Punct Spn Spn Eng Eng Eng Eng Eng Eng,,,,,
" But wasit even your favorite bird really "" el tecolote ?", Eng Eng Eng Eng Eng Eng Eng Punct Spn Spn,,,,,
 You loved all birds ., Eng Eng Eng Eng,,,,,
" Oye Mom "" maybe you put one over on all of us—inescrutable "" reticente "" mysterious and unknowable .", NamedEnt Eng Punct Eng Eng Eng Eng Eng Eng Eng Eng Spn Punct Spn Punct Eng Eng Spn,,,,,
" Representante sine qua non del conocimiento ( even from when you were a little girl "" and walked all the way to school under the blistering Visalia sun para ahorrar tu dime for the bus so you could save up for books and pens ) "" like the owl itself .", Spn Spn Eng Eng Spn Spn Punct Eng Eng Eng Eng Eng Spn Eng Eng Punct Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng NamedEnt Eng Spn Spn Spn Spn Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Punct Punct Eng Eng Eng Eng,,,,,
" Capaz you just let everybody keep buying you esos owly trinkets "" big "" small and in-between "" recuerdos de todos nuestrosviajes when you couldn’t travel any further "" anymore "" than to Jacques Pepin’s or Julia Child’s cocina "" Katherine Hepburn’s Africa .", Spn Eng Eng Eng Eng Eng Eng Eng Spn Eng Eng Punct Eng Punct Eng Eng Eng Punct Spn Spn Spn Spn Eng Eng Eng Eng Eng Eng Punct Eng Punct Eng Eng NamedEnt NamedEnt Eng NamedEnt Eng Spn Punct NamedEnt NamedEnt NamedEnt,,,,,
 ¡Mamá !, Spn,,,,,
" Tú que habías sido tan viajera "" always .", Spn Spn Spn Spn Spn Spn Punct Eng,,,,,
 Y tan elegante anfitriona ., Spn Spn Spn Spn,,,,,
" Tus estantes "" rebosantes de owls "" would greet your guests and visitors ( cada vez menos "" hay que reconocerlo "" y quizás tú así lo preferías ; I’ll never know ) even when you "" recluída en el cozy den que vino a constituir todo tu mundo "" ya no podías saludarles con un beso at the top of the stairs "" “ May I take your wrap ?", Spn Spn Punct Spn Spn Eng Punct Eng Eng Eng Eng Eng Eng Punct Spn Spn Spn Punct Spn Spn Spn Punct Spn Spn Spn Spn Spn Spn Punct Spn Eng Eng Punct Eng Eng Eng Punct Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Punct Spn Spn Spn Spn Spn Spn Spn Eng Eng Eng Eng Eng Eng Punct Punct Eng Eng Eng Eng Eng,,,,,
" ” Con tu casquito de pelo azabache "" your Aztec cheekbones and milky High-spanic complexion "" your burgundy brocade caftan "" enveloped en una nube de “ L’Air du Temps "" ” bandeja de sizzling homemade cheesepuffs extended .", Punct Spn Spn Spn Spn Spn Spn Punct Eng NamedEnt Eng Eng Eng Eng Eng Punct Eng Eng Eng Spn Punct Eng Spn Spn Spn Spn Punct Spn Spn Spn Punct Punct Spn Spn Eng Eng Eng Eng,,,,,
" Brindabas todo para el máximo confort de tus guests "" pero cual volcán dormido "" like a TRUE Scorpio "" you always held your most private self bien close to the vest .", NamedEnt Spn Spn Spn Spn Spn Spn Spn Eng Punct Spn Spn Spn Spn Punct Eng Spn Eng NamedEnt Punct Eng Eng Eng Eng Eng Eng Eng Spn Eng Eng Eng Spn,,,,,
" I’ve seen algunos chinks en esa armadura "" like the time when .", Spn Eng Spn Spn Spn Spn Spn Punct Eng Eng Eng Eng,,,,,
 .,,,,,,
 .,,,,,,
" ay "" don’t worry "" Mom .", Spn Punct Spn Eng Punct Eng,,,,,
" No voy a hablar de eso "" I promise .", Spn Spn Spn Spn Spn Spn Punct Eng Eng,,,,,
" Al volver del mercado "" “ Descansó su mamá a las 10 ” read the message on a little scrap of paper que me dieron en la Recepción del Hotel Las Golondrinas .", Spn Spn Spn Spn Punct Punct Spn Spn Spn Spn Spn Spn Punct Eng Eng Eng Eng Spn Eng Eng Eng Eng Spn Spn Spn Spn Spn Spn Spn Spn Spn NamedEnt,,,,,
 Así supe ., Spn Spn,,,,,
" Pero porque te presentí tan fuerte en los owl- and nardosigns—tu presencia ghostly yet oddly comforting—like the long shadow cast just after dusk "" by a barn owl in flight over the abandoned farm buildings en el campus de UCSC "" where you lived so happily "" tan en tu elemento for years—puedo entender "" puedo hasta aceptar que yo esté aquí en México "" I am here in your Mexico once again "" y tú tan del otro lado "" ahora para siempre .", Spn Spn Spn Spn Spn Spn Spn Spn Eng Eng Spn Spn Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Punct Eng Spn Eng Eng Eng Eng Eng Eng Spn Eng Eng Spn Spn Eng Spn NamedEnt Punct Eng Eng Eng Eng Eng Punct Spn Spn Spn Spn Eng Eng Spn Punct Spn Spn Spn Spn Spn Spn Spn Spn Spn Punct Eng Eng Eng Eng Eng NamedEnt Eng Eng Punct Spn Spn Spn Spn Spn Spn Punct Spn Spn Spn,,,,,
" So descansa ahora "" Mom .", Eng Spn Spn Punct Eng,,,,,
 Y ahí te wacho on the other side.VIII Route 66 Crónica 19 septiembre 2001 Los Angeles For Paul Saint-Amour Stunned into silence ., Spn Spn Spn Eng Eng Eng Eng Eng NamedEnt Spn Spn Spn Spn Spn Spn Spn Eng NamedEnt Eng NamedEnt Eng Eng,,,,,
" ¿Qué se puede escribir ahora "" in the wake of the blast del 11 de septiembre "" esa fecha already etched into my conciencia as the aniversario of Pinochet’s golpe contra Allende and democracy en Chile ?", Spn Spn Spn Spn Spn Punct Eng Eng Eng Eng Eng Eng Spn Spn Spn Spn Punct Spn Spn Eng Eng Eng Eng Spn Eng Eng Spn Eng NamedEnt Spn Spn NamedEnt Eng Eng Spn NamedEnt,,,,,
 Y ., Spn,,,,,
 .,,,,,,
 .,,,,,,
 ( pausa porteña ) no ., Punct Spn Spn Punct Spn,,,,,
 Al contrario : hayque escribir ., Spn Spn Punct Spn Spn,,,,,
" Besides "" I am beginning to discover "" desde que estoy de regreso "" here "" in my ( ?", Eng Punct Eng Eng Eng Eng Eng Punct Spn Spn Spn Spn Spn Punct Eng Punct Eng Eng Punct,,,,,
 ) Califaztlán : I can write anywhere ., Punct NamedEnt Punct Eng Eng Eng Eng,,,,,
" Adiós fetiches "" que only with that perfect pale blue "" fuchsia-ink "" bevelled felt-tip pen "" in a black and red "" lined "" Chinese cuaderno bought at Little Ricky’s on the Lower East Side "" que sólo on the 30 Stockton bus "" careening por el centro de San Francisco toward Union Square and the BART station "" or—a more recent superstition—que sólo con mi vista del Jardín Botánico en Buenos Aires will the words come .", Spn Spn Punct Spn Eng Eng Eng Eng Spn Eng Punct Spn Punct Eng Eng Eng Punct Eng Spn Eng Eng Eng Punct Eng Punct NamedEnt Spn Eng Eng Eng NamedEnt Eng Eng Eng NamedEnt Eng Punct Spn Spn Eng Eng Spn NamedEnt Eng Punct Eng Spn Spn Spn Spn NamedEnt NamedEnt Eng Eng NamedEnt Eng Eng NamedEnt Eng Punct Spn Eng Eng Spn Spn Spn Spn Spn Spn Spn NamedEnt Spn NamedEnt NamedEnt Eng Eng Eng Eng,,,,,
" So here I am "" gente "" dizque back home "" just north of Route 66—la Foothill Blvd.—right on the easternmost edge del52 condado de Los Angeles "" right smack on the edge "" también "" del Evil—que digamos "" del InlandEmpire .", Eng Eng Eng Eng Punct Spn Punct Spn Eng Eng Punct Eng Eng Eng NamedEnt Spn NamedEnt NamedEnt Eng Eng Eng Eng Spn Spn Spn Spn Spn Punct Eng Eng Eng Eng Eng Punct Spn Punct Spn NamedEnt Spn Punct Spn Eng,,,,,
" Yeah "" back home in the detritus de las refacciones that have been going on forever "" it seems "" to my fire-sign impaciencia ( pero en realidad it’s been apenitas 4 semanas ) .", NamedEnt Punct Eng Eng Eng Eng Spn Spn Spn Spn Eng Eng Eng Eng Eng Eng Punct Eng Eng Punct Eng Eng Eng Spn Punct Spn Spn Spn Eng Eng Spn Punct Spn Punct,,,,,
" Amidst the cement dust from the “ pampa”pattern ceramic floor tiles manufactured "" te lo juro "" en la Fábrica San Lorenzo "" just outside Buenos Aires pero purchased at “ House 2 Home "" ” right here en el Evil Empire !", NamedEnt Eng Eng Eng Eng Eng Punct Eng Eng Eng Spn Eng Punct Spn Spn Spn Punct Spn Spn NamedEnt NamedEnt NamedEnt Punct Eng Eng NamedEnt NamedEnt Spn Eng Eng Punct NamedEnt Punct Eng Punct Punct Eng Eng Spn Spn Eng Spn,,,,,
" Amidst the stacks of boxes "" con la charla y la boombox de los albañiles peruanos "" Elena "" Manuel and Marga "" con el overpowering smell de oilbased pintura "" y de latex "" with molduras "" toilet parts "" bisagras "" paper "" plastic sheeting "" rollers scattered everywhere y mis libros y papeles still nowhere in sight .", NamedEnt Eng Eng Eng Eng Punct Spn Spn Spn Spn Spn Eng Spn Spn Spn Spn Punct NamedEnt Punct NamedEnt Eng NamedEnt Punct Spn Spn Eng Eng Spn Eng Spn Punct Spn Spn Eng Punct Eng Spn Punct Eng Eng Punct Spn Punct Eng Punct Eng Eng Punct Eng Eng Eng Spn Spn Spn Spn Spn Eng Eng Eng Eng,,,,,
 Good thing I don’t watch TV ., Eng Eng Eng Spn Eng Eng,,,,,
 Pero you know how impressionable I am !, Spn Eng Eng Eng Eng Eng Eng,,,,,
" Even just hearing en la radio about those people que saltaban "" flames at their back "" al vacío from the 50th story de las Twin Torres and it’s seared into my mind’s eye/I por siempre jamás .", Eng Eng Eng Spn Spn Eng Eng Eng Eng Spn Spn Punct Spn Eng Eng Eng Punct Spn Spn Eng Eng Spn Eng Spn Spn Eng NamedEnt Eng Eng Eng Eng Eng Eng Eng Spn Spn Spn,,,,,
" Just like the time I read "" a los 9 años "" ese story about the grizzly bear attack en Yellowstone en un old Life magazine—sin fotos siquiera—how could they possibly put fotos de una horrific "" enraged "" si tan sólo maternalmente motivated mama grizzly que "" para proteger a sus cubs "" chased a esa pobre pendeja gente up the trees "" her hot "" jadeante breath on their legs and then "" las atroces garras y fauces grabbing and clawing "" ripped them back down and maimed them .", Eng Eng Eng Eng Eng Eng Punct Spn Spn Punct Spn Punct Spn Eng Eng Eng Eng Eng Eng Spn NamedEnt Spn Spn Eng Eng Eng Spn Spn Eng Eng Eng Eng Spn Spn Spn Eng Punct Eng Punct Spn Spn Spn Spn Eng Spn Eng Spn Punct Spn Spn Spn Spn Eng Punct Eng Spn Spn Spn Spn Spn Eng Eng Eng Punct Eng Eng Punct Spn Eng Eng Eng Eng Eng Eng Punct Spn Spn Spn Spn Eng Eng Eng Eng Punct Eng Eng Eng Eng Eng Eng Eng,,,,,
 Forever ., Eng,,,,,
 A fate worse than death : to be alive and to have to remember ., Spn Eng Eng Eng Eng Punct Eng Eng Eng Eng Eng Eng Eng Eng,,,,,
" I never wanted that picture in my mind "" pero even a los 9 años the words alone were enough and there it was "" forever : una huge mama grizzly "" yanking those three people right out of a tree—one of them screamed no "" no "" no as he fell "" eso es lo que ponía la Lifemagazine .", Eng Eng Eng Eng Eng Eng Eng Eng Punct Spn Eng Spn Spn Punct Spn Eng Eng Eng Eng Eng Eng Eng Eng Eng Punct Eng Punct Spn Eng Spn Eng Punct Eng Eng Eng Eng Eng Eng Eng Spn Eng Eng Eng Eng Spn Punct Spn Punct Spn Eng Eng Eng Punct Spn Spn Spn Spn Spn Spn NamedEnt,,,,,
" She pulled them down with her fangs and claws "" right by their butt .", Eng Eng Eng Eng Eng Eng Eng Eng Eng Punct Eng Eng Eng Eng,,,,,
" Y anyway "" allí está esa image "" in there "" in me "" por siempre jamás .", Spn Eng Punct Spn Spn Spn Eng Punct Eng Eng Punct Eng Spn Punct Spn Spn Spn,,,,,
" Pero anyway "" even now Paul "" no obstante los constant news updates "" los numb students "" los too-talky or struck dumb colegas and college administrators planning “ healing ” activities "" los freaked out international Emails—tu 11 de septiembre Virgo cumpleaños forever linked "" marked "" marred by asssociation — my thirst surges .", Spn Eng Punct Eng Eng NamedEnt Punct Spn Spn Spn Eng Eng Eng Punct Spn Eng Eng Punct Spn Spn Eng Eng Eng Spn Eng Eng Eng Eng Punct Eng Punct Eng Punct Spn Eng Eng Eng Spn Spn Spn Spn NamedEnt Spn Eng Eng Punct Eng Punct Eng Eng Eng Punct Eng Eng Eng,,,,,
" Prevalece "" incluso .", Eng Punct Spn,,,,,
" El deseo de la palabra "" wrote Pizarnik .", Spn Spn Spn Spn Spn Punct Eng NamedEnt,,,,,
 El ansia de escribir ., Spn Spn Spn Spn,,,,,
 I must ., Eng Eng,,,,,
 Ek moet skryf ., Spn Spn Eng,,,,,
" Y quizás now more than ever "" como están diciendo algunos conocidos writers “ de color "" ” like Rubén Martínez "" like la campanita ganchos ( bell hooks ) and Anna Deveare Smith .", Spn Spn Eng Eng Eng Eng Punct Spn Spn Spn Spn Spn Eng Punct Spn Spn Punct Punct Eng NamedEnt NamedEnt Punct Eng Spn Spn Spn Punct Eng Eng Punct Eng NamedEnt NamedEnt NamedEnt,,,,,
 We mustwrite now ., Eng Eng Eng,,,,,
 Right now ., Eng Eng,,,,,
 O sea que no es sólo en Buenos Aires donde esta mi represa se desborda ., Spn Spn Spn Spn Spn Spn Spn NamedEnt NamedEnt Spn Spn Spn Spn Spn Spn,,,,,
 ( Love that word for overflow ., Punct Eng Eng Eng Eng Eng,,,,,
 Desbordar ., Spn,,,,,
 Loses its borders ., Eng Eng Eng,,,,,
" ) Where words "" a la sombra de las palmeras milenarias del Jardín Botánico "" come to life .", Punct Eng Eng Punct Spn Spn Spn Spn Spn Spn Spn Spn Spn NamedEnt Punct Eng Eng Eng,,,,,
" Es también aquí "" en lo que llamo el Evil Empire .", Spn Spn Spn Punct Spn Spn Spn Spn Spn Eng Spn,,,,,
" En este mi Inland Empire "" this place you "" Santo-Amor ( hottest newly-minted English prof en el país the year you came “ on the market "" ” se dice "" pero optahte por Pomona College .", Spn Spn Spn Eng Spn Punct Eng Eng Eng Punct Spn Punct Eng Eng Eng Spn Spn Spn Spn Eng Eng Eng Eng Punct Eng Eng Eng Punct Punct Spn Spn Punct Spn Eng Spn NamedEnt Eng,,,,,
 .,,,,,,
 .,,,,,,
" dios te salve ) "" have called a bleached out "" desolate apocalypse de abandono y imminent doom just itching to happen .", Spn Spn Spn Punct Punct Eng Eng Spn Eng Eng Punct Spn Spn Spn Spn Spn Eng Eng Eng Eng Eng Eng,,,,,
" I’m not sure why "" pero usually "" playing advocate to your demonio "" yo te intento aplacar .", Spn Eng Eng Eng Punct Spn Eng Punct Eng Eng Eng Eng Spn Punct Spn Spn Spn Spn,,,,,
" Hasta defiendo al Evil ( I can’t believe myself ) en su grittiness "" en su very unhip inlandness(INTERIORidad ) "" comparado a la anonadante atrocidad beige and overpopulated "" todo uniforme que es "" por ejemplo "" Orange County .", Spn Spn Spn Eng Punct Eng Spn Eng Eng Punct Spn Spn Eng Punct Spn Spn Eng Eng Spn Punct Punct Spn Spn Spn Spn Spn Eng Eng Eng Punct Spn Spn Spn Spn Punct Spn Spn Punct Eng NamedEnt,,,,,
" Te recuerdo "" Paul "" como at least we can hear coyotes at night "" see stretches of dirt "" digo "" undeveloped land "" however tumbleweed-filled "" however cracked and parched "" in its too-close proximity al desierto y no a la costa .", Spn Spn Punct NamedEnt Punct Spn Eng Eng Eng Eng Eng Spn Eng Eng Punct Eng Eng Eng Eng Punct Spn Punct Eng Eng Punct Eng Eng Punct Eng Eng Eng Spn Punct Eng Eng Eng Eng Spn Spn Spn Spn Spn Spn Spn,,,,,
 Faraway de esa otra “ real ” California que everybody knows de los movies ., NamedEnt Spn Spn Spn Punct Eng Punct NamedEnt Spn Eng Eng Spn Spn Eng,,,,,
" Tedigo well "" Paul "" Thomas Pynchon and all those other groovy ( pre ?", NamedEnt Eng Punct NamedEnt Punct NamedEnt NamedEnt Eng Eng Eng Eng Eng Punct Eng,,,,,
" ) PoMo big white boy novelistas "" como John Barth and Walker Percy and John Hawkes and Nathanael West before54 them predicted it "" scripted its—and our—demise decades ago ¿y no ves ?", Punct Spn Eng Eng Eng Spn Punct Spn NamedEnt NamedEnt Eng NamedEnt NamedEnt Eng NamedEnt NamedEnt Eng NamedEnt NamedEnt Eng Eng Eng Eng Punct Eng Eng Eng Eng Eng Spn Spn Spn,,,,,
 We’re still here ., Spn Eng Eng,,,,,
 Hangueando ., Spn,,,,,
" Esta mañana "" I rounded the curve del suburban cul-de-sac en el que estoy viviendo again "" incongruentemente "" after República Arabe Siria 2847 "" 3-B and its diesel-scented afternoons "" its view of the Disco supermarket "" the famous Jardín Botánico cats "" the squealing colectivo brakes "" todos estos citysounds que se fundieron "" eventualmente "" into a lulling or energizing white noise .", Spn Spn Punct Eng Eng Eng Spn Spn Eng Spn Spn Spn Spn Spn Spn Eng Punct Spn Punct Eng Spn NamedEnt NamedEnt Spn Punct Spn Eng Eng Eng Eng Punct Eng Eng Eng Eng Spn Eng Punct Eng Eng Spn NamedEnt Eng Punct Eng Eng Spn Eng Punct Spn Spn Eng Spn Spn Spn Punct Spn Punct Eng Spn Eng Eng Eng Eng Eng,,,,,
" I rounded that curve in my new "" boring Honda Accord sedan ( del que tengo que derivar el único excitement de su V6 engine y de su slightly racy yet still elegantly safe color : “ Emerald green pearl ” ) and I almost ran smack into a big old towtruck .", Eng Eng Eng Spn Eng Eng Eng Punct Eng NamedEnt NamedEnt Spn Punct Spn Spn Spn Spn Spn Spn Spn Eng Spn Spn Spn Eng Spn Spn Spn Eng Eng Eng Eng Eng Eng Spn Punct Punct NamedEnt Eng Spn Punct Punct Eng Eng Eng Eng Eng Eng Spn Eng Eng Eng,,,,,
 Totalmente blocking my path ., Spn Eng Eng Eng,,,,,
" Y allí estaba el rubio "" mega-tanned "" fornido de mi neighbor "" el que se ve absolutely "" definitely "" like a “ Soldier of Fortune ” magazine poster boy .", Spn Spn Spn Spn Spn Punct Eng Punct Spn Spn Spn Eng Punct Spn Spn Spn Spn Eng Punct Eng Punct Eng Spn Punct NamedEnt Eng NamedEnt Punct Eng Eng Eng,,,,,
 Creo que es un ex-cop ., Spn Spn Spn Spn Spn,,,,,
" Y estaba frantically directing the operation of loading "" onto dicho remolquero "" his prize "" his baby ( su único baby porque creo que su hijo ya no vive con él y una novia que entraba y salía de su condo hace unos años "" está long gone ) : his cerulean blue "" matte finish "" chrome-shiny "" vintage Chevy Vega .", Spn Spn Eng Eng Eng Eng Eng Eng Punct Eng Spn Spn Punct Eng Eng Punct Eng Eng Punct Spn Spn Eng Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Punct Spn Eng Eng Punct Punct Eng Spn Eng Punct Eng Eng Punct Eng Punct Eng NamedEnt NamedEnt,,,,,
 Yes ., Eng,,,,,
 A real Vega ., Spn Eng NamedEnt,,,,,
 Uno de los peores coches ever made in history !, Spn Spn Spn Spn Spn Eng Eng Eng Eng,,,,,
 Pero el vato se desvive por él ., Spn Spn Spn Spn Spn Spn Spn,,,,,
" Todos los weekends he is under it "" lying next to it "" fiddling about con un juego de elaborate specialty tools .", Spn Spn Eng Eng Eng Eng Eng Punct Eng Eng Eng Eng Punct Eng Eng Spn Spn Spn Spn Spn Eng Eng,,,,,
 Lavándolo ., Spn,,,,,
 Tweaking and tinkering and waxing ., NamedEnt Eng Eng Eng Eng,,,,,
 Acariciándolo ., Spn,,,,,
" And now "" me hace una señal medio helpless "" medio pleading .", Eng Eng Punct Spn Spn Spn Spn Spn Eng Punct Spn Eng,,,,,
 El towtruck driver slips himself into overdrive y comienza a moverse como in fast motion ., Spn Eng Eng Eng Eng Eng Eng Spn Spn Spn Spn Spn Eng Eng Eng,,,,,
 Le doy un little wave patrás al vecino ., Spn Spn Spn Eng Eng Spn Spn Spn,,,,,
" Semi-irritada "" semi-resignada .", Spn Punct Spn,,,,,
" Well "" en ese splitsecond donde decido no dejar el auto en idle sino turn it off "" I flash que estoy en un momento "" en una other dimensión quintaesencialmente californiano : the car ante todo !", Eng Punct Spn Spn Eng Spn Spn Spn Spn Spn Spn Spn Eng Spn Eng Eng Eng Punct Eng Eng Spn Spn Spn Spn Spn Punct Spn Spn Eng Spn Spn Spn Punct Eng Eng Spn Spn,,,,,
" En Buenos Aires este delay habría ocasionado "" sha "" a zillion honking horns "" palabrotas "" shrieks "" insultos .", Spn NamedEnt NamedEnt Spn Eng Spn Spn Punct Eng Punct Spn Eng Eng Eng Punct Spn Punct Eng Punct Spn,,,,,
" Pero qué te pasa "" boludo de mieeerda "" movete "" boludo !", Spn Spn Spn Spn Punct Spn Spn Spn Punct Spn Punct Spn,,,,,
 Pero we’re not in Buenos Aires ., Spn Spn Eng Eng NamedEnt NamedEnt,,,,,
" Y aquí "" cualquier protesta like mamá used to do on the Los Angeles freeways when I was a little girl—“honey "" roll down the window and give that guy the finger "" will you ?", Spn Spn Punct Spn Spn Eng Spn Eng Eng Eng Eng Eng Spn Spn Eng Eng Eng Eng Spn Eng Eng Punct Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Punct Eng Eng,,,,,
